NDC,Medication_Name,Strength,Form,Route,DEA_Class,Simple_Generic_1,Pharm_Class_1,Thera_Class_1
603233816,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233820,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233821,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233822,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233832,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,300-30 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233921,ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603233928,ACETAMINOPHEN 300 MG-CODEINE 60 MG TABLET,300-60 mg,Tablet,Oral,C-III,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603255321,BUTALBITAL 50 MG-ACETAMINOPHEN 325 MG-CAFFEINE 40 MG-CODEINE 30 MG CAP,50-325-40-30 mg,Capsule,Oral,C-III,butalbit/acetamin/caff/codeine,"OPIOID,NON-SALICYL.ANALGESIC,BARBITURATE,XANTHINE",ANALGESICS
603358421,HYDROCODONE 5 MG-IBUPROFEN 200 MG TABLET,5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
603358621,HYDROCODONE 10 MG-IBUPROFEN 200 MG TABLET,10-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
603360921,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388021,HYDROCODONE 2.5 MG-ACETAMINOPHEN 500 MG TABLET,2.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388121,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388128,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388132,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388221,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388228,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388232,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG TABLET,7.5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388321,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388328,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388421,HYDROCODONE 7.5 MG-ACETAMINOPHEN 650 MG TABLET,7.5-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388428,HYDROCODONE 7.5 MG-ACETAMINOPHEN 650 MG TABLET,7.5-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388521,HYDROCODONE 10 MG-ACETAMINOPHEN 650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388532,HYDROCODONE 10 MG-ACETAMINOPHEN 650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388621,HYDROCODONE 10 MG-ACETAMINOPHEN 660 MG TABLET,10-660 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388702,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388704,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388712,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388720,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388721,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388722,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388726,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388728,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388732,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388821,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388828,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603388832,HYDROCODONE 10 MG-ACETAMINOPHEN 500 MG TABLET,10-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389002,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389016,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389020,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389021,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389022,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389028,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389032,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389102,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389121,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389122,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389128,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389132,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603389721,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
603389728,HYDROCODONE 7.5 MG-IBUPROFEN 200 MG TABLET,7.5-200 mg,Tablet,Oral,C-II,hydrocodone/ibuprofen,OPIOID ANALGESIC AND NSAID COMBINATION,ANALGESICS
603441521,MEPERIDINE 50 MG TABLET,50 mg,Tablet,Oral,C-II,meperidine HCl,OPIOID ANALGESICS,ANALGESICS
603441621,MEPERIDINE 100 MG TABLET,100 MG,Tablet,Oral,C-II,meperidine HCl,OPIOID ANALGESICS,ANALGESICS
603497821,OXYCODONE-ACETAMINOPHEN 2.5 MG-325 MG TABLET,2.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603497921,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603497928,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603498221,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603498228,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603499021,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499028,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499121,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499128,OXYCODONE 15 MG TABLET,15 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499221,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499228,OXYCODONE 30 MG TABLET,30 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499321,OXYCODONE 10 MG TABLET,10 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499421,OXYCODONE 20 MG TABLET,20 mg,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
603499721,OXYCODONE-ACETAMINOPHEN 5 MG-500 MG CAPSULE,5-500 mg,Capsule,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603499821,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603499828,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603546732,PROPOXYPHENE N-ACETAMINOPHEN 100 MG-650 MG TABLET,100-650 mg,Tablet,Oral,C-IV,propoxyphene nap/acetaminophen,OPIOID ANALGESICS,ANALGESICS
603901354,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLN,120-12 mg/ 5ml,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
603901358,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML ORAL SOLN,120-12 mg/ 5ml,Solution,Oral,C-V,acetaminophen with codeine,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
641012121,HYDROMORPHONE 2 MG/ML INJECTION,2 mg/mL,Solution,Injection,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
641012125,HYDROMORPHONE 2 MG/ML INJECTION,2 mg/mL,Solution,Injection,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
641234141,HYDROMORPHONE 2 MG/ML INJECTION,2 mg/mL,Solution,Injection,C-II,hydromorphone HCl,OPIOID ANALGESICS,ANALGESICS
641601910,DURAMORPH (PF) 1 MG/ML INJECTION SOLUTION,1 mg/mL,Solution,Injection,C-II,morphine sulfate/PF,OPIOID ANALGESICS,ANALGESICS
641602410,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
641602701,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
641602725,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
641603001,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
641603901,INFUMORPH P/F 10 MG/ML INJECTION SOLUTION,10 mg/mL,Solution,Injection,C-II,morphine sulfate/PF,OPIOID ANALGESICS,ANALGESICS
641605201,MEPERIDINE (PF) 25 MG/ML INJECTION SOLUTION,25 mg/mL,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641605225,MEPERIDINE (PF) 25 MG/ML INJECTION SOLUTION,25 mg/mL,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641605301,MEPERIDINE (PF) 50 MG/ML INJECTION,,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641605325,MEPERIDINE (PF) 50 MG/ML INJECTION,,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641605401,MEPERIDINE (PF) 100 MG/ML INJECTION SOLUTION,100 mg/mL,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641605425,MEPERIDINE (PF) 100 MG/ML INJECTION SOLUTION,100 mg/mL,Solution,Injection,C-II,meperidine HCl/PF,OPIOID ANALGESICS,ANALGESICS
641606801,MORPHINE 10 MG/ML INJECTION,10 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607025,MORPHINE 10 MG/ML INJECTION,10 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607125,MORPHINE 15 MG/ML INJECTION,15 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607201,MORPHINE 15 MG/ML INJECTION,15 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607301,MORPHINE 5 MG/ML INJECTION SOLUTION,5 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607325,MORPHINE 5 MG/ML INJECTION SOLUTION,5 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641607525,MORPHINE 8 MG/ML INJECTION,8 mg/mL,Solution,Injection,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641612525,MORPHINE 4 MG/ML INTRAVENOUS SOLUTION,4 mg/mL,Solution,IntraVENous,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641612625,MORPHINE 8 MG/ML INTRAVENOUS SOLUTION,8 mg/mL,Solution,IntraVENous,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641612701,MORPHINE 10 MG/ML INTRAVENOUS SOLUTION,10 mg/mL,Solution,IntraVENous,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
641612725,MORPHINE 10 MG/ML INTRAVENOUS SOLUTION,10 mg/mL,Solution,IntraVENous,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
703001801,HYDROMORPHONE (PF) 10 MG/ML INJECTION,10 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
703011003,HYDROMORPHONE (PF) 10 MG/ML INJECTION,10 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
703011303,HYDROMORPHONE (PF) 10 MG/ML INJECTION,10 mg/mL,Solution,Injection,C-II,hydromorphone HCl/PF,OPIOID ANALGESICS,ANALGESICS
713070489,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,7.5-325 mg/15 mL,Solution,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
781570301,"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",10 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
781572601,"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",20 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
781576701,"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",40 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
781578501,"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",80 mg,"tablet,oral only,ER12 hr",Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
781711155,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781711255,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781711355,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781724055,FENTANYL 12 MCG/HR TRANSDERM PATCH,12 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781724155,FENTANYL 25 MCG/HR TRANSDERM PATCH,25 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781724255,FENTANYL 50 MCG/HR TRANSDERM PATCH,50 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781724355,FENTANYL 75 MCG/HR TRANSDERM PATCH,75 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
781724455,FENTANYL 100 MCG/HR TRANSDERM PATCH,100 mcg/hr patch,Patch 72 hr,Transdermal,C-II,fentanyl,OPIOID ANALGESICS,ANALGESICS
785112201,LORCET PLUS 7.5 MG-650 MG TABLET,7.5-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
785635001,LORCET 10 MG-650 MG TABLET,10-650 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
832022500,"MORPHINE ER 10 MG CAPSULE,EXTENDED RELEASE PELLETS",10 mg,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832022600,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",20 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832022700,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",30 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832022800,"MORPHINE ER 50 MG CAPSULE,EXTENDED RELEASE PELLETS",50 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832022900,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE PELLETS",60 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832023000,"MORPHINE ER 80 MG CAPSULE,EXTENDED RELEASE PELLETS",80 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832023300,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
832023350,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",100 MG,"Capsule, ER Pellets",Oral,C-II,morphine sulfate,OPIOID ANALGESICS,ANALGESICS
904344061,HYDROCODONE 5 MG-ACETAMINOPHEN 500 MG TABLET,5-500 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904611961,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
904636561,TRAMADOL 50 MG TABLET,50 mg,Tablet,Oral,C-IV,tramadol HCl,OPIOID ANALGESICS,ANALGESICS
904641961,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904642161,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,10-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904643761,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET,5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904643861,OXYCODONE-ACETAMINOPHEN 7.5 MG-325 MG TABLET,7.5-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904643961,OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TABLET,10-325 mg,Tablet,Oral,C-II,oxycodone HCl/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904644461,OXYCODONE 5 MG TABLET,5 MG,Tablet,Oral,C-II,oxycodone HCl,OPIOID ANALGESICS,ANALGESICS
904656761,HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,5-325 mg,Tablet,Oral,C-II,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
904763261,HYDROCODONE 7.5 MG-ACETAMINOPHEN 750 MG TABLET,7.5-750 mg,Tablet,Oral,C-III,hydrocodone/acetaminophen,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,ANALGESICS
10019003372,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
10019003727,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
10019003783,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
10019003867,FENTANYL (PF) 50 MCG/ML INJECTION,,Solution,Injection,C-II,fentanyl citrate/PF,"OPIOID ANALGESIC, ANESTHETIC ADJUNCT AGENTS",ANALGESICS
